title,region,publisher,productId,upc,releaseDate,rating
Dragon Ball Z: Gekitou Tenkaichi Budokai (w/ Datach System),JP,Bandai,,4902425326290,12/29/92,
Dragon Ball Z: Kyoushuu! Saiyajin,JP,Bandai,,4902425310398,10/27/90,
Dragon Ball: Daimaou Fukkatsu,JP,Bandai,,4902425241081,08/12/88,
Dragon Buster,JP,Namco,,4907892000247,01/07/87,
Dragon Buster II: Yami no Fuuin,JP,Namco,,4907892000568,04/27/89,
Dragon Fighter,US,Sofel,NES-1D,,January 1992,
Dragon Power,US,Bandai,NES-DP,045557873103,March 1988,
Dragon Scroll: Yomigaerishi Maryuu,JP,Konami,RC823,4988602532623,12/04/87,
Dragon Spirit: The New Legend,US,Bandai,NES-P4,,June 1990,
Dragon Warrior,US,Nintendo,NES-DQ-USA,045496630379,August 1989,
Dragon Warrior II,US,"Enix America, Inc.",NES-D2-USA,719631000012,September 1990,
Dragon Warrior III,US,"Enix America, Inc.",NES-D3,719631000029,March 1992,
Dragon Warrior IV,US,"Enix America, Inc.",NES-D4,719631000043,October 1992,
Dragon Wars,US,Interplay,,,Canceled,
Dream Master,JP,Namco,,4907892000803,09/22/92,
Dreamworld Pogie,US,Codemasters,,,Canceled,
Dropzone,EU,Mindscape,NES-D5-NOE,,1992,
Druaga no Tou,JP,Namco,NTD-4900,4988113006408,08/06/85,
Duck Hunt,US,Nintendo,NES-DH,,10/18/85,
Duck Maze,AU,HES Interactive,,,1990,
Dudes With Attitude,US,American Video Entertainment,,,1990,
Dungeon Kid,JP,Quest,BTC-7D,4988671003017,08/31/90,
Dungeon Magic: Sword of the Elements,US,Taito Corporation,NES-DM,,July 1990,
Dusty Diamond's All-Star Softball,US,Broderbund,NES-B7,,July 1990,
Dynamite Bowl,JP,Toshiba EMI,TFS-DL,4988006010727,05/24/87,
Dynowarz: The Destruction of Spondylus,US,Bandai America Inc.,NES-WZ,,April 1990,
EarthBound Beginnings,US,Nintendo,FBDE,Virtual Console WiiU,06/14/15,T
Eggerland: Meikyuu no Fukkatsu,JP,HAL Labs,HAL-EG,4988610101118,08/09/88,
Egypt,JP,Human Entertainment,HUM-E9,4959143400016,05/31/91,
Elevator Action,US,Taito Corporation,NES-EA,,August 1987,
Eliminator Boat Duel,US,Electro Brain,NES-6R,,November 1991,
Elite,EU,Imagineer,NES-EL-UKV,,1991,
Elnark no Zaihou,JP,Towa Chiki,TCC-EL,4964896181068,08/10/87,
Elysion,JP,Tokyo Shoseki,TKS-G4,4961355676615,04/28/88,
Emoyan no 10-bai Pro Yakyuu,JP,Hect,HCT-IB,4961508891056,12/19/89,
Erika to Satoru no Yume Bouken,JP,Namco,,4907892000469,09/27/88,
Escape From Atlantis,US,Piko Interactive LLC,,,April 2017,
Esper Boukentai,JP,Jaleco Entertainment,JF-15,4907859101154,10/13/87,
Esper Dream 2: Aratanaru Tatakai,JP,Konami,RC861,4988602578096,06/26/92,
Excitebike,US,Nintendo,NES-EB-USA,045496630058,10/18/85,
Exciting Boxing,JP,Konami,RC250,4988602530582,12/16/87,
Exed Exes,JP,Tokuma Shoten,GTS-EE,4988107136715,12/21/85,
Exerion,JP,Jaleco Entertainment,JF-01,4988107202717,02/11/85,
Exodus: Journey to the Promised Land,US,Wisdom Tree,,,1990,
Exploding Fist,US,Piko Interactive LLC,,,04/15/19,
F-117A Stealth Fighter,US,MicroProse,NES-FA,,December 1992,
F-15 City War,US,American Video Entertainment,,,1990,
F-15 Strike Eagle,US,MicroProse,NES-8F-USA,019703150202,February 1992,
F1 Circus,JP,Nichibutsu,NBF-7F,4960641000127,02/07/92,
F1 Race,JP,Nintendo,HVC-FR,4988104001795,11/02/84,
Famicom Doubutsu Seitai Zukan! Katte ni Shirokuma: Mori o Sukue no Maki!,JP,CBS Sony Group,CBS-WB,4988009000497,12/15/89,
Famicom Igo Nyuumon,JP,I'Max,IMX-I7,4988762010207,11/29/91,
Famicom Jump II: Saikyou no 7-nin,JP,Bandai,,4902425335599,12/02/91,
Famicom Jump: Eiyuu Retsuden,JP,Bandai,SHI-FP,4902425245355,02/15/89,
Famicom Meijinsen,JP,SNK,SFX-MQ,4964808000074,09/02/88,
Famicom Shogi: Ryuu-Ou-Sen,JP,I'Max,IMX-1R,4988762010108,02/15/91,
Famicom Top Management,JP,Koei,KOE-XQ,4988615001772,12/12/90,
Famicom Wars,JP,Nintendo,HVC-FW,4902370500790,08/12/88,
Famicom Yakyuuban,JP,Epoch,EPO-EY,4905040095206,12/15/89,
Family Basic,JP,Nintendo,HVC-FB,,06/21/84,
Family Basic V3,JP,Nintendo,HVC-VT,,02/21/85,
Family Circuit,JP,Namco,,4907892000339,01/06/88,
Family Circuit '91,JP,Namco,,4907892000742,07/19/91,
Family Feud,US,GameTek,NES-YF-USA,043948560007,May 1991,
Family Jockey,JP,Namco,,4907892000261,04/24/87,
Family Mahjong,JP,Namco,,4907892000315,08/11/87,
Family Mahjong II: Shanghai he no Michi,JP,Namco,,4907892000476,11/25/88,
Family Quiz: 4-nin wa Rival,JP,Athena,ATH-FQ,4988679000018,11/16/88,
Family Tennis,JP,Namco,,4907892000377,12/11/87,
Family Trainer: Fuuun! Takeshi Jou 2,JP,Bandai,,4902425247335,12/20/88,
Family Trainer: Jogging Race,JP,Bandai,,4902425078953,05/28/87,
Family Trainer: Meiro Daisakusen,JP,Bandai,,4902425202846,07/31/87,
Family Trainer: Rai Rai Kyonshis: Baby Kyonshi no Amida Daibouken,JP,Bandai,,4902425248004,01/26/89,
Family Trainer: Totsugeki! Fuuun Takeshi Jou,JP,Bandai,,4902425104126,12/28/87,
Famista '89: Kaimaku Han!!,JP,Namco,,4907892000612,07/28/89,
Famista '90,JP,Namco,,4907892000667,12/19/89,
Famista '91,JP,Namco,,4907892000728,12/21/90,
Famista '92,JP,Namco,,4907892000773,12/20/91,
Famista '93,JP,Namco,,4907892000834,12/22/92,
Famista '94,JP,Namco,,4907892000841,12/01/93,
Fantasy Zone,JP,SunSoft,SS85300,4907940100141,07/20/87,
Fantasy Zone (Tengen),US,Tengen,,031763103127,1990,
Fantasy Zone II: Opa-Opa no Namida,JP,SunSoft,SS125500,4907940100226,12/20/88,
Faria: A World of Mystery & Danger!,US,Nexoft,NES-N6,093992010508,June 1991,
Faxanadu,US,Nintendo,NES-FX,045496630485,August 1989,E
Felix the Cat,US,Hudson,NES-FC,,October 1992,
Ferrari Grand Prix Challenge,US,Acclaim,NES-FG-USA,,June 1992,
Fester's Quest,US,SunSoft,NES-EQ,020763110075,September 1989,
Field Combat,JP,Jaleco Entertainment,JF-04,4988021603959,07/09/85,
Fighting Hero,AS,NTDEC,CN-01,Other,1991,
Fighting Hero III,AS,NTDEC,CN-19,Other,1993,
Fighting Road,JP,Toei Animation,TDF-FG,4960919101099,12/13/88,
Final Combat,AS,Sachen,SA-020,,1992,
Final Fantasy,US,Nintendo,NES-P-FE,045496630607,May 1990,
Final Fantasy I & II,JP,SquareSoft,SQS-FO,4961012931019,02/27/94,
Final Fantasy II,US,SquareSoft,,,Canceled,
Final Fantasy III,JP,SquareSoft,SQF-FC,4961012901012,04/27/90,
Final Lap,JP,Namco,,4907892000452,08/12/88,
Fire Emblem Gaiden,JP,Nintendo,HVC-2I,4902370501452,03/14/92,
Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,JP,Nintendo,HVC-VX,4902370501094,04/20/90,
Fire'n Ice,US,Tecmo,NES-K2-USA,018946110172,March 1993,
Firehawk,US,Camerica,,069667074069,1991,
Fisher-Price: Firehouse Rescue,US,GameTek,NES-QF-USA,,March 1992,
Fisher-Price: I Can Remember,US,GameTek,NES-F5,,March 1990,
Fisher-Price: Perfect Fit,US,GameTek,NES-F7,,March 1990,
Fist of the North Star,US,Taxan,NES-HO,040886536996,April 1989,
Flappy,JP,DB Soft,dBF-FL,,06/14/85,
Fleet Commander,JP,ASCII Entertainment,HSP-10,4988606100217,03/29/88,
Flight of the Intruder,US,Mindscape,NES-4F,,May 1991,
Flipull: An Exciting Cube Game,JP,Taito Corporation,TFC-FP-3900,4988611890097,12/15/89,
Flying Dragon: The Secret Scroll,US,Culture Brain,NES-HR,,August 1989,
Flying Warriors,US,Culture Brain,NES-6F,,February 1991,
Formation Z,JP,Jaleco Entertainment,JF-02,,04/04/85,
Formula One: Built to Win,US,Seta Corporation,NES-W5,,November 1990,
Fox's Peter Pan & the Pirates: The Revenge of Captain Hook,US,THQ,NES-5P,,January 1991,
Frankenstein: The Monster Returns,US,Bandai,NES-2F,,July 1991,
Free Fall,US,Piko Interactive LLC,,,April 2017,
Freedom Force,US,SunSoft,NES-FE,,April 1988,
Friday the 13th,US,LJN Ltd.,5162 / NES-F3-USA,023582051628,February 1989,
Frog Adventure,AS,Sachen,,Other,1992,
Front Line,JP,Taito Corporation,TFC-FL-4500,4988113700252,08/01/85,
Fun House,US,Hi Tech Expressions,NES-FS-USA,087855000317,January 1991,
Funblaster Pack,AU,HES Interactive,,,1990,
Fushigi no Umi Nadia: The Secret of Blue Water,JP,Toho,THF-FD,4988104004888,03/15/91,
Fuzzical Fighter,JP,Sigma Ent. Inc.,SEI-1E,4983094000094,05/17/91,
G.I. Joe: A Real American Hero,US,Taxan,NES-X4,150115023477,January 1991,
G.I. Joe: The Atlantis Factor,US,Capcom,NES-6I,,March 1992,
Gaiapolis,AS,Sachen,,,1990,
Galactic Crusader,US,"Bunch Games, Inc.",BNH-G-01,016315730013,1990,
Galaga: Demons of Death,US,Bandai,NES-AG,,September 1988,
Galaxian,JP,Namco,NGX-4500,4907892000018,09/07/84,
Galaxy 5000: Racing in the 51st Century,US,Activision,NES-Y5-USA,,February 1991,
Galf,US,Limited Run Games,,819976021762,09/28/18,
Gambler Jiko Chuushinha,JP,"Asmik Ace Entertainment, Inc",ASM-GJ,4988126400019,11/11/88,
Gambler Jiko Chuushinha 2,JP,"Asmik Ace Entertainment, Inc",ASM-2J,4988126400088,12/07/90,
Game Party,JP,Coconuts Japan,KDS-P8,4953507900716,08/03/90,
Ganbare Goemon 2,JP,Konami,RC833,4988602546545,01/04/89,
Ganbare Goemon Gaiden 2: Tenka no Zaihou,JP,Konami,RC857,4988602569193,01/03/92,
Ganbare Goemon Gaiden: Kieta Ougon Kiseru,JP,Konami,RC840,4988602552324,01/05/90,
Ganbare Goemon! Karakuri Douchuu,JP,Konami,RC815,4988602506495,07/30/86,
Ganbare Pennant Race!,JP,Konami,RC834,4988602549140,02/28/89,
Ganso Saiyuuki: Super Monkey Daibouken,JP,Vap,VAP-GS,4988021095013,11/21/86,
Garfield no Isshukan: A Week of Garfield,JP,Towa Chiki,TCC-VG,4964896181082,04/07/89,
Gargoyle's Quest II,US,Capcom,NES-G2,,October 1992,
Garry Kitchen's Battletank,US,Absolute Entertainment,NES-9B-USA,047875700048,September 1990,
Gauntlet,US,Tengen,NES-GL,031763011118,July 1988,
Gauntlet II,US,Mindscape,NES-2U,050047104780,September 1990,
Gegege no Kitarou 2: Youkai Gundan no Chousen,JP,Bandai,,4902425200484,12/22/87,
Geimos,JP,ASCII Entertainment,HSP-02,4988606100026,08/28/85,
Gekitotsu Yonku Battle,JP,Irem,IF-15,4962891100152,11/27/89,
GemVenture,US,RetroZone,,,10/25/10,
Gemfire,US,Koei,NES-GE,040198000369,March 1992,
Genghis Khan,US,Koei,NES-GX,040198000093,January 1990,
Genpei Toumaden,JP,Namco,,4907892000445,10/21/88,
George Foreman's KO Boxing,US,Acclaim,NES-KB-USA,,December 1992,
Getsu Fuuma Den,JP,Konami,RC819,4988602527155,07/07/87,
Ghost Lion,US,Kemco,NES-LL,741648002017,October 1992,
Ghostbusters,US,Activision,NES-GB-USA,047875701083,October 1988,
Ghostbusters II,US,Activision,NES-VV-USA,047875700062,April 1990,
Ghosts 'n Goblins,US,Capcom,NES-GG,013388110025,November 1986,
Ghoul School,US,Electro Brain,NES-Y3,,March 1992,
Gimme a Break: Shijou Saikyou no Quiz Ou Ketteisen,JP,Yonezawa PR21,YZW-GY,4979750330032,12/13/91,
Gimme a Break: Shijou Saikyou no Quiz Ou Ketteisen 2,JP,Yonezawa PR21,YZW-QP,4979750330049,08/28/92,
Ginga Eiyuu Densetsu,JP,Kemco,KSC-GE,4906571125929,12/21/88,
Ginga no Sannin,JP,Nintendo,HVC-GT,4902370500738,12/15/87,
Gluk the Thunder Warrior,EU,Gluk,,,1992,
Go! Benny!,AS,NTDEC,CN-14,,1992,
Goal!,US,Jaleco Entertainment,NES-JG,032264900062,October 1989,
Goal! Two,US,Jaleco Entertainment,NES-GT,,November 1992,
Godzilla 2: War of the Monsters,US,Toho,NES-7Z,091521100058,February 1992,
Godzilla: Monster of Monsters!,US,Toho,NES-GZ-USA,091521100010,October 1989,
Golf,US,Nintendo,NES-GF-USA,045496630102,October 1985,
Golf Club: Birdie Rush,JP,Data East,DFC-GH,,12/09/87,
Golf Grand Slam,US,Atlus,NES-7G,,December 1991,
Golf-kko Open,JP,Taito Corporation,TFC-GO-5900,4988611890066,11/25/89,
Golgo 13: Top Secret Episode,US,Vic Tokai,NES-G3-USA,034912784512,September 1988,
Gomoku Narabe Renju,JP,Nintendo,HVC-GO,4902370832136,08/27/83,
Gorby no Pipeline Daisakusen,JP,Tokuma Shoten,GTS-4G,4988008004694,04/12/91,
Gotcha! The Sport!,US,LJN Ltd.,NES-GC,,November 1987,
Gozonji: Yaji Kita Chin Douchuu,JP,HAL Labs,HAL-YJ,4988610101132,11/17/89,
Gradius,US,Konami,NES-GR,083717110019,December 1986,
Gradius II,JP,Konami,RC832,4988602546521,12/16/88,
Grand Master,JP,Varie,VRE-IE,4959020001237,02/26/91,
Grand Prix,US,Konami,,,Canceled,
Great Battle Cyber,JP,Banpresto,BAP-GC,4983164730203,12/25/92,
Great Deal,JP,Hect,HCT-79,4961508911167,10/25/91,
Greg Norman's Golf Power,US,Virgin Interactive,NES-GP,,July 1992,
Gremlins 2: The New Batch,US,SunSoft,NES-2Z,,October 1990,
Guerrilla War,US,SNK,NES-GW-USA,018484195006,June 1989,
Gumshoe,US,Nintendo,NES-GS,,06/06/86,
Gun Nac,US,ASCII Entertainment,NES-XG,,September 1991,
Gun.Smoke,US,Capcom,NES-GK,,February 1988,
GunHed: Aratanaru Tatakai,JP,Varie,VRE-R3,4959020001046,04/13/90,
Gyrodine,JP,Taito Corporation,TFC-GD4900,4988611860014,03/13/86,
Gyromite,US,Nintendo,NES-GY,,October 1985,
Gyruss,US,Ultra,NES-YS-USA,083717120056,February 1989,
Haja no Fuuin,JP,ASCII Entertainment,HSP-08,4988606100187,10/13/87,
Hammerin' Harry,EU,Irem,NES-59-FRA,715664190058,1992,
Hana no Star Kaidou,JP,Victor Interactive Software,VFR-H1-02,4988002107780,03/17/87,
Hanafuda Yuukyou Den: Nagarebana Oryuu,AS,Hacker International,,,1991,
Hanjuku Hero,JP,SquareSoft,SQF-HJ,4961012881048,12/02/88,
Happily Ever After,US,Sofel,NES-6Y,093295914015,Canceled,
Happy Camper,US,Color Dreams,,,Canceled,
Happy Pairs,AS,Sachen,TC-016,,1991,
Hard Drivin',US,Tengen,,,Canceled,
Harlem Globetrotters,US,GameTek,NES-QH,,March 1991,
Hatris,US,Bullet Proof Software,NES-JZ-USA,715504010201,April 1992,
Hatris,JP,Bullet Proof Software,BPS-JZ,4988627000060,07/06/90,
Hayauchi Super Igo,JP,Namco,,4907892000575,03/03/89,
Heavy Barrel,US,Data East,NES-HV,013252002142,March 1990,
Heavy Shreddin',US,Parker Brothers,NES-WX,,June 1990,
Heisei Tensai Bakabon,JP,Namco,,4907892000766,12/06/91,
Hell Fighter,AS,Sachen,,,1992,
Hello Kitty World,JP,Character Soft,CTS-HW,4988776410048,03/27/92,
Hello Kitty no Hanabatake,JP,Character Soft,CTS-HL,4988776210082,12/11/92,
Heracles no Eikou II: Titan no Metsubou,JP,Data East,,4961082610128,12/23/89,
HeroQuest,EU,Hasbro Interactive,,Other,Canceled,
Hi no Tori: Gaou no Bouken,JP,Konami,RC817,4988602506532,01/04/87,
Hidden Chinese Chess,AS,Sachen,,,1989,
High Speed,US,Tradewest,NES-8H,031719199136,July 1991,
Hikari no Senshi Photon: The Ultimate Game on Planet Earth,JP,Takara,TFC-PH,4904880018406,08/28/87,
Hirake! Ponkikki,JP,Takara,TFC-PK,4904880130184,04/17/92,
Hiryu no Ken II: Dragon no Tsubasa,JP,Culture Brain,CBF-H2,4967996880039,07/29/88,
Hiryu no Ken III: 5 Nin no Ryuu Senshi,JP,Culture Brain,CBF-3H,4967996900072,07/06/90,
Hiryu no Ken Special: Fighting Wars,JP,Culture Brain,CBF-4N,4967996910101,06/21/91,
Hissatsu Doujou Yaburi,JP,Sigma Ent. Inc.,SEI-1A,4983094000018,07/18/89,
Hissatsu Shigoto Nin,JP,Banpresto,,4983164730012,12/15/90,
Hit Marmot,AS,NTDEC,CN-02,Other,1991,
Hit the Ice,US,Taito Corporation,,,Canceled,
Hogan's Alley,US,Nintendo,NES-HA-USA,045496630034,October 1985,
Hokkaidou Rensa Satsujin: Ohotsuku ni Kiyu,JP,Login Soft,HSP-07,4988606100170,06/27/87,
Hokuto no Ken,JP,Toei Animation,TDF-HK,4960919101020,08/10/86,
Hokuto no Ken 3: Shinseiki Souzou Seiken Retsuden,JP,Toei Animation,TDF-K3,4960919101105,10/19/89,
Hokuto no Ken 4: Shichisei Hakenden: Hokuto Shinken no Kanata e,JP,Toei Animation,TDF-97,4960919101204,03/29/91,
Hollywood Squares,US,GameTek,NES-HL,,September 1989,
Holy Diver (Collector's Edition),US,Retro-Bit,,,2018,
Home Alone,US,THQ,NES-6N,719575010061,October 1991,
Home Alone 2: Lost in New York,US,THQ,NES-HM-USA,719575010092,October 1992,
Home Run Night '90: The Pennant League,JP,Data East,,4961082610166,07/24/90,
Home Run Nighter: Pennant League!!,JP,Data East,DFC-YQ,4961082610111,03/31/89,
Hon Shogi: Naitou Kudan Shogi Hiden,JP,Seta Corporation,SF-01,4988113008037,08/10/85,
Honey Peach,AS,Sachen,,,1990,
Honoo no Doukyuuji: Dodge Danpei,JP,SunSoft,,4907940100660,03/28/92,
Honoo no Doukyuuji: Dodge Danpei 2,JP,SunSoft,,4907940100783,03/26/93,
Hook,US,Sony Imagesoft,NES-7Q,,April 1992,
Hoops,US,Jaleco Entertainment,NES-2B,,June 1989,
Hoppin' Mad,US,Elite,,,Canceled,
Hoshi o Miru Hito,JP,Hot-B,GAM-HM-02,4967948000034,10/27/87,
Hototogisu,JP,Irem,TIX-21,4962891100107,08/19/88,
Hottaman no Chitei Tanken,JP,Use,USE-HC,4966894000013,12/06/86,
Hudson Hawk,US,Sony Imagesoft,NES-Y4,,February 1992,
Huge Insect (Green),AS,Sachen,SA-022,,1993,
Hyakki Yagyou,JP,Use,USE-HG,4966894000037,02/22/89,
Hyaku no Sekai no Monogatari: The Tales on a Watery Wilderness,JP,ASK,ASK-71,4959093100011,08/09/91,
Hydlide,US,"FCI, Inc.",NES-HS,022909100070,June 1989,
Hydlide 3: Yami Kara no Houmonsha,JP,Namco,,4907892000537,02/17/89,
Hyokkori Hyoutanjima: Nazo no Kaizokusen,JP,Yutaka,SHI-HV,4902425351636,04/25/92,
Hyper Sports,JP,Konami,RC806,,09/27/85,
I Love Softball,JP,Coconuts Japan,CDS-S6,4953507891212,12/19/89,
Ice Climber,US,Nintendo,NES-IC,,October 1985,
Ice Hockey,US,Nintendo,NES-HY-USA,045496630409,March 1988,
Ide Yosuke Meijin no Jissen Mahjong,JP,Capcom,CAP-IM,4976219013079,09/24/87,
Ide Yosuke Meijin no Jissen Mahjong II,JP,Capcom,CAP-2Q,4988142182609,02/22/91,
Idol Hakkenden,JP,Towa Chiki,TCC-18,4964896181105,09/14/89,
Igo Meikan,JP,Hect,,4961508891063,01/10/90,
Igo Shinan,JP,Hect,HCT-2D,4961508891049,07/14/89,
Igo Shinan '91,JP,Hect,HCT-9A,4961508911150,07/05/91,
Igo Shinan '92,JP,Hect,HCT-53,4961508921197,03/10/92,
Igo Shinan '93,JP,Hect,HCT-IF,4961508921241,11/20/92,
Igo Shinan '94,JP,Hect,HCT-IR,4961508931271,12/17/93,
Igo: Kyuu Roban Taikyoku,JP,Bullet Proof Software,BPS-IG,4988627000022,08/11/87,
Ikari  III: The Rescue,US,SNK,NES-3D,018484255007,February 1991,
Ikari Warriors,US,SNK,NES-IW-USA,018484125003,May 1987,
Ikari Warriors II: Victory Road,US,SNK,NES-VR,,April 1988,
Ikinari Musician,JP,Tokyo Shoseki,TKS-G1,4961355676516,03/05/87,
Ikki,JP,SunSoft,SS34900,4907940100035,11/28/85,
Image Fight,US,Irem,NES-F9-USA,715664190010,July 1990,
Impossible Mission-II,US,SEI,,,1990,
Indiana Jones and the Last Crusade,US,Taito Corporation,NES-J5,,March 1991,
Indiana Jones and the Last Crusade,US,Ubisoft,NES-LR,,December 1993,
Indiana Jones and the Temple of Doom,US,Mindscape,NES-IJ,,December 1988,
Indora no Hikari,JP,Kemco,KSC-IN,4906571115364,10/20/87,
Infiltrator,US,Mindscape,NES-IF,,January 1990,
Insector X,JP,Taito Corporation,TFC-IS-5900,4988611900109,09/20/90,
International Cricket,AU,Laser Beam Entertainment,NES-CC-AUS,9315973000010,1992,
Iron Tank: The Invasion of Normandy,US,SNK,NES-IT,018484165009,July 1988,
IronSword: Wizards & Warriors II,US,Acclaim,NES-IR-USA,021481106012,December 1989,
Isaki Shuugorou no Keiba Hisshou Gaku,JP,Imagineer,,4965857001081,03/20/90,
Ishin no Arashi,JP,Koei,KOE-XK,4988615001659,09/15/90,
Isolated Warrior,US,NTVIC,NES-W6,,February 1991,
Itadaki Street: Watashi no Omise ni Yottette,JP,ASCII Entertainment,HSP-35,4988606100439,03/21/91,
"Ivan ""Ironman"" Stewart's Super Off Road",US,Tradewest,NES-WU,031719198924,April 1990,
J.League Fighting Soccer: The King of Ace Strikers,JP,IGS (Japan),IGS-JS,4980888000094,06/19/93,
J.League Super Top Players,JP,Bandai,,4902425422701,04/22/94,
J.League Winning Goal,JP,Electronic Arts Victor,HVC-W3,4938833000576,05/27/94,
JESUS: Kyoufu no Bio Monster,JP,King Records,KIN-GP,4988003054762,03/17/89,
JJ: Tobidase Daisakusen Part II,JP,SquareSoft,SQF-JJ,4961012871193,12/07/87,
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,US,Konami,NES-JC,,March 1990,
Jack the Giant Slayer,US,"Asmik Ace Entertainment, Inc",,,Canceled,
Jackal,US,Konami,NES-JK-USA,083717110101,September 1988,
Jackie Chan's Action Kung Fu,US,Hudson,NES-V5,,December 1990,
Jackpot,AU,HES Interactive,,,1990,
Jajamaru Gekimaden: Maboroshi no Kinmajou,JP,Jaleco Entertainment,JF-27,4907859101338,05/29/90,
Jajamaru no Daibouken,JP,Jaleco Entertainment,JF-09,4907859101093,08/22/86,
James Bond Jr.,US,THQ,NES-JB,,September 1991,
Jangou,JP,Victor Interactive Software,,4988002203581,08/30/90,
Jarin-Ko Chie: Bakudan Musume no Shiawase Sagashi,JP,Konami,RC-828,4988602541458,07/15/88,
Jaws,US,LJN Ltd.,NES-JA,023582051567,November 1987,
Jay and Silent Bob: Mall Brawl,US,Limited Run Games,,,09/06/19,
Jeopardy!,US,GameTek,NES-JP,,September 1988,
Jeopardy! 25th Anniversary Edition,US,GameTek,NES-J3,,June 1990,
Jeopardy! Junior Edition,US,GameTek,NES-J2,,October 1989,
Jikuu Yuten: Debias,JP,Namco,,4907892000292,11/27/87,
Jim Henson's Muppet Adventure: Chaos at the Carnival,US,Hi-Tech,NES-UA,,November 1990,
Jimmy Connors Tennis,US,Ubisoft,NES-JT,,November 1993,
Joe & Mac,US,Data East,NES-CJ,,December 1992,
John Elway's Quarterback,US,Tradewest,NES-JQ,,March 1989,
Jongbou,JP,K Amusement Leasing,KAC-JB,4988622102004,07/18/87,
Jordan vs Bird: One on One,US,Milton Bradley,NES-OE,,August 1989,
Joshua & the Battle of Jericho,US,Wisdom Tree,,,1992,
Journey to Silius,US,SunSoft,NES-4S,,September 1990,
Journey to the West,AS,Micro Genius,,Other,1994,
Joust,US,HAL Labs,NES-JU,,October 1988,
Jovial Race,AS,Sachen,,,1989,
Joy Mech Fight,JP,Nintendo,HVC-JM,4902370501650,05/21/93,
Jumbo Ozaki no Hole in One Professional,JP,HAL Labs,HAL-JO,4988610101101,02/01/88,
Jurassic Boy,AS,Sachen,TC-028,,1990,
Jurassic Park,US,Ocean,NES-J9,020295010096,June 1993,
Just Breed,JP,Enix Corporation,EFC-I5,4988601002660,12/15/92,
Juuouki,JP,"Asmik Ace Entertainment, Inc",ASM-9J,4988126400071,07/20/90,
Juvei Quest,JP,Namco,,4907892000704,01/04/91,
Kabuki Quantum Fighter,US,HAL Labs,NES-3K,,January 1991,
Kabushiki Doujou: The Stock Speculation,JP,Hect,HCT-DZ,4961508891032,05/02/89,
Kaettekita! Gunjin Shogi: Nanya Sore!?,JP,Sofel,SFL-NS,4988623301017,05/26/89,
Kagerou Densetsu,JP,Pixel Multimedia,PIX-XA-01,4988741000014,05/11/90,
Kaguya Hime Densetsu,JP,Victor Interactive Software,VFR-K1-06,4988002159048,12/16/88,
Kai no Bouken: The Quest of Ki,JP,Namco,,4907892000438,07/22/88,
Kaijuu Monogatari,JP,Namco,,4907892000414,11/18/88,
Kaiketsu Yancha Maru 2: Karakuri Land,JP,Irem,IF-22,4962891100220,08/30/91,
Kaiketsu Yancha Maru 3: Taiketsu! Zouringen,JP,Irem,,4962891100282,03/30/93,
Kamen Rider SD: GranShocker no Yabou,JP,Angel (Bandai),ANG-KA,4994068800107,01/22/93,
Kamen no Ninja: Akakage,JP,Toei Animation,TDF-AK,4960919101075,05/20/88,
Kanshakudama Nage Kantarou no Toukaidou Gojuusan Tsugi,JP,SunSoft,SS54900,4907940100059,07/03/86,
Karakuri Kengoden Musashi Lord: Karakuri Jin Hashiru!,JP,Yutaka,SHI-98,4902425335742,10/05/91,
Karaoke Studio,JP,Bandai,,4902425202839,07/30/87,
Karaoke Studio Senyou Cassette Vol. 1,JP,Bandai,,4902425202259,10/28/87,
Karaoke Studio Senyou Cassette Vol. 2,JP,Bandai,,,02/18/88,
Karate Champ,US,Data East,NES-KC,013252002029,November 1986,
Karateka,JP,Soft Pro,SFC-KR,4988603000107,12/05/85,
Karnov,US,Data East,NES-KV-USA,013252002074,January 1988,
Kart Fighter,AS,Ge De Industry Co.,,Other,1993,
Kawa no Nushi Tsuri,JP,Pack-In-Video,PAC-7K,4988110900105,08/10/90,
Keiba Simulation: Honmei,JP,Nihon Bussan,NBF-KH,4960641000080,04/28/89,
Keisan Game: Sansuu 1 Nen,JP,Tokyo Shoseki,TKS-S1,,04/25/86,
Keisan Game: Sansuu 2 Nen,JP,Tokyo Shoseki,TKS-S2,,04/25/86,
Keisan Game: Sansuu 3 Nen,JP,Tokyo Shoseki,TKS-S3,4961355675038,04/25/86,
Keisan Game: Sansuu 4 Nen,JP,Tokyo Shoseki,TKS-S4,,10/30/86,
Keisan Game: Sansuu 5+6 Nen,JP,Tokyo Shoseki,TKS-S5,4961355675052,10/30/86,
Kero Kero Keroppi no Daibouken,JP,Character Soft,CTS-ZI,4988776310027,03/29/91,
Kero Kero Keroppi no Daibouken 2: Donuts Ike ha Oosawagi!,JP,Character Soft,CTS-KK,4988776210075,02/19/93,
Keroppi to Keroriinu no Splash Bomb!,JP,Character Soft,CTS-SY,4988776210099,12/01/93,
Kick Off,EU,Imagineer,NES-54-UKV,736052000018,07/22/92,
KickMaster,US,Taito Corporation,NES-8K-USA,,January 1992,
Kickle Cubicle,US,Irem,NES-QC-USA,719664190027,September 1990,
Kid Icarus,US,Nintendo,NES-KI-USA,045496630355,July 1987,
